elapsed_wall_ms,cpu_user_ms,cpu_sys_ms,cpu_total_ms,source
526.633,406.03,103.497,509.527,zip
561.52,403.915,143.969,547.884,zip
359.112,261.324,87.108,348.432,zip
553.327,412.329,128.102,540.431,zip
519.136,378.813,123.612,502.425,zip
558.682,465.309,80.225,545.534,zip
472.069,330.531,115.486,446.017,zip
625.521,465.627,136.477,602.104,zip
400.231,292.913,94.998,387.911,zip
652.519,457.857,169.723,627.58,zip
460.852,337.627,112.542,450.169,zip
489.058,374.77,103.66,478.43,zip
681.393,543.027,120.672,663.699,zip
412.771,331.331,67.863,399.194,zip
437.311,295.295,131.685,426.98,zip
458.062,337.099,108.353,445.452,zip
567.493,435.493,111.869,547.362,zip
652.044,447.71,191.875,639.585,zip
486.975,354.351,123.425,477.776,zip
508.375,333.884,132.749,466.633,zip
440.054,354.419,75.662,430.081,zip
523.597,404.439,104.113,508.552,zip
533.971,392.791,116.234,509.025,zip
447.862,362.434,75.673,438.107,zip
542.642,380.212,142.579,522.791,zip
546.777,394.718,135.559,530.277,zip
496.223,369.163,90.327,459.49,zip
564.943,390.006,151.226,541.232,zip
531.662,380.937,134.915,515.852,zip
493.147,377.912,103.428,481.34,zip
480.559,324.042,144.018,468.06,zip
385.31,257.683,108.71,366.393,zip
487.781,362.715,111.604,474.319,zip
385.397,279.816,95.937,375.753,zip
545.594,398.229,135.398,533.627,zip
484.148,363.784,99.94,463.724,zip
692.649,520.744,156.223,676.967,zip
437.318,286.84,139.436,426.276,zip
529.828,415.92,95.981,511.901,zip
506.108,366.654,119.561,486.215,zip
423.005,313.146,100.367,413.513,zip
472.919,350.089,104.624,454.713,zip
513.127,361.898,135.214,497.112,zip
519.751,370.237,127.393,497.63,zip
536.452,399.05,122.48,521.53,zip
472.927,310.724,137.202,447.926,zip
423.781,270.767,107.51,378.277,zip
633.918,446.127,167.297,613.424,zip
418.742,272.749,126.492,399.241,zip
652.958,493.07,143.149,636.219,zip
628.241,432.071,164.027,596.098,zip
568.242,392.989,162.753,555.742,zip
545.533,405.922,128.609,534.531,zip
487.166,379.796,91.95,471.746,zip
583.463,436.262,124.074,560.336,zip
534.716,387.061,127.69,514.751,zip
348.996,225.507,108.726,334.233,zip
546.875,387.382,147.764,535.146,zip
440.339,293.281,128.561,421.842,zip
453.137,336.582,98.994,435.576,zip
451.318,351.349,83.844,435.193,zip
565.862,409.96,127.366,537.326,zip
553.605,399.489,122.615,522.104,zip
698.33,501.478,168.496,669.974,zip
558.28,399.504,142.397,541.901,zip
460.131,293.052,142.565,435.617,zip
509.834,338.773,145.751,484.524,zip
387.869,278.983,87.68,366.663,zip
579.693,416.777,152.284,569.061,zip
364.59,281.595,72.41,354.005,zip
570.661,423.636,135.883,559.519,zip
533.981,404.218,117.223,521.441,zip
610.327,443.264,147.754,591.018,zip
515.071,364.484,140.186,504.67,zip
511.892,362.837,127.591,490.428,zip
416.849,279.287,119.694,398.981,zip
451.235,340.875,100.257,441.132,zip
627.397,442.157,159.335,601.492,zip
400.995,291.318,95.776,387.094,zip
654.762,484.701,152.22,636.921,zip
577.898,421.109,136.359,557.468,zip
607.55,456.415,128.116,584.531,zip
424.462,325.635,87.365,413.0,zip
544.032,429.548,99.432,528.98,zip
692.822,482.806,153.084,635.89,zip
550.912,375.824,140.934,516.758,zip
466.756,315.966,122.436,438.402,zip
437.436,336.575,88.15,424.725,zip
465.618,316.659,79.164,395.823,zip
590.532,347.253,77.167,424.42,zip
521.375,327.745,82.923,410.668,zip
375.462,273.8,91.266,365.066,zip
451.853,281.276,88.401,369.677,zip
370.266,266.231,60.852,327.083,zip
385.673,268.663,86.92,355.583,zip
428.304,268.167,109.533,377.7,zip
428.828,341.216,59.514,400.73,zip
460.31,324.946,91.143,416.089,zip
350.478,165.242,64.484,229.726,zip
534.643,408.587,87.271,495.858,zip
514.001,300.716,93.465,394.181,zip
362.542,285.74,68.416,354.156,zip
362.562,269.621,75.335,344.956,zip
379.8,275.641,91.88,367.521,zip
411.2,321.103,79.284,400.387,zip
423.027,290.881,98.27,389.151,zip
459.883,364.858,80.188,445.046,zip
666.852,484.253,158.771,643.024,zip
513.302,353.122,150.771,503.893,zip
385.78,286.596,79.61,366.206,zip
487.026,344.174,124.062,468.236,zip
561.441,394.058,156.819,550.877,zip
612.475,442.94,148.989,591.929,zip
553.158,390.508,136.879,527.387,zip
488.116,337.734,123.173,460.907,zip
613.506,442.876,144.941,587.817,zip
489.198,347.71,131.89,479.6,zip
451.444,342.97,91.724,434.694,zip
539.665,401.748,128.559,530.307,zip
511.326,406.755,88.6,495.355,zip
448.713,345.825,92.488,438.313,zip
457.047,328.343,108.113,436.456,zip
426.555,306.535,100.834,407.369,zip
620.207,458.844,138.444,597.288,zip
569.373,421.774,136.574,558.348,zip
475.638,321.168,128.467,449.635,zip
324.376,236.158,74.783,310.941,zip
514.182,384.049,112.014,496.063,zip
524.619,356.306,154.399,510.705,zip
453.42,323.415,111.797,435.212,zip
641.761,506.251,120.536,626.787,zip
536.198,373.004,144.388,517.392,zip
458.36,323.387,119.773,443.16,zip
470.199,304.492,128.207,432.699,zip
542.102,373.423,154.931,528.354,zip
512.238,376.209,125.403,501.612,zip
523.651,416.913,88.193,505.106,zip
466.457,334.862,107.634,442.496,zip
562.911,437.545,103.419,540.964,zip
414.838,263.913,119.96,383.873,zip
491.17,377.279,85.192,462.471,zip
751.757,567.387,159.827,727.214,zip
459.431,326.97,119.623,446.593,zip
528.613,328.527,182.075,510.602,zip
291.572,202.436,68.828,271.264,zip
533.028,386.691,131.554,518.245,zip
526.18,371.073,143.641,514.714,zip
469.045,330.725,123.524,454.249,zip
423.375,284.413,116.168,400.581,zip
590.299,443.258,134.56,577.818,zip
429.418,298.696,113.02,411.716,zip
495.307,368.451,106.969,475.42,zip
543.273,382.172,143.314,525.486,zip
586.546,397.932,152.741,550.673,zip
427.574,338.508,79.649,418.157,zip
457.416,331.765,111.921,443.686,zip
415.159,298.524,103.488,402.012,zip
478.366,337.445,119.098,456.543,zip
451.075,302.535,119.422,421.957,zip
397.209,278.796,107.535,386.331,zip
330.452,248.634,67.091,315.725,zip
508.821,340.957,140.394,481.351,zip
556.726,379.07,142.661,521.731,zip
427.251,328.618,88.166,416.784,zip
494.362,366.613,107.593,474.206,zip
666.214,485.904,164.645,650.549,zip
474.491,352.461,102.966,455.427,zip
444.596,320.627,100.196,420.823,zip
803.43,596.569,171.016,767.585,zip
508.303,341.524,148.663,490.187,zip
493.706,371.724,105.052,476.776,zip
425.589,292.884,120.363,413.247,zip
495.837,389.462,80.301,469.763,zip
533.809,425.9,87.568,513.468,zip
483.336,362.105,100.584,462.689,zip
318.029,214.657,91.428,306.085,zip
420.377,289.378,120.574,409.952,zip
420.63,306.731,103.571,410.302,zip
445.942,310.898,115.59,426.488,zip
555.641,423.766,115.936,539.702,zip
562.466,421.17,116.323,537.493,zip
312.588,208.435,89.913,298.348,zip
551.292,380.876,145.867,526.743,zip
493.012,334.106,132.837,466.943,zip
482.856,371.992,99.997,471.989,zip
500.538,399.914,83.981,483.895,zip
575.611,424.131,124.038,548.169,zip
473.235,330.772,119.556,450.328,zip
591.295,404.928,164.376,569.304,zip
405.433,287.372,107.764,395.136,zip
551.284,457.342,79.537,536.879,zip
410.63,300.988,97.617,398.605,zip
450.45,352.079,83.074,435.153,zip
458.38,331.944,107.981,439.925,zip
571.519,406.253,148.825,555.078,zip
390.519,297.876,83.405,381.281,zip
538.824,408.464,118.97,527.434,zip
527.206,382.994,129.008,512.002,zip
670.626,495.715,143.917,639.632,zip
496.255,365.978,111.384,477.362,zip
554.588,396.314,128.101,524.415,zip
502.543,377.905,115.36,493.265,zip
442.281,317.242,95.172,412.414,zip
625.929,475.969,129.809,605.778,zip
465.222,275.994,162.349,438.343,zip
764.469,556.762,180.246,737.008,zip
602.959,454.43,123.573,578.003,zip
517.854,382.777,123.605,506.382,zip
699.181,490.138,196.858,686.996,zip
643.958,451.501,163.819,615.32,zip
459.875,289.518,152.801,442.319,zip
413.005,327.099,75.791,402.89,zip
342.83,253.271,80.403,333.674,zip
557.418,401.132,144.407,545.539,zip
415.153,274.004,127.074,401.078,zip
531.091,373.629,144.63,518.259,zip
559.813,399.146,149.175,548.321,zip
674.316,507.769,141.047,648.816,zip
391.866,265.383,114.867,380.25,zip
488.832,370.977,101.916,472.893,zip
341.112,253.445,76.436,329.881,zip
351.729,246.93,87.62,334.55,zip
484.018,331.346,123.755,455.101,zip
555.615,423.933,119.981,543.914,zip
425.023,283.737,123.885,407.622,zip
567.953,401.818,139.244,541.062,zip
430.851,345.037,76.229,421.266,zip
534.861,406.844,116.816,523.66,zip
589.703,423.636,135.883,559.519,zip
478.472,373.279,92.316,465.595,zip
404.933,307.724,79.928,387.652,zip
584.811,411.816,155.93,567.746,zip
436.873,333.62,92.449,426.069,zip
359.263,255.707,83.904,339.611,zip
558.567,374.198,163.214,537.412,zip
350.065,251.398,79.809,331.207,zip
479.841,354.113,107.427,461.54,zip
496.921,347.558,127.837,475.395,zip
528.494,381.503,135.115,516.618,zip
442.308,313.241,116.461,429.702,zip
679.877,515.562,146.736,662.298,zip
560.526,410.305,131.457,541.762,zip
493.188,375.686,96.951,472.637,zip
478.174,362.998,96.799,459.797,zip
624.619,464.67,136.196,600.866,zip
383.406,296.9,76.231,373.131,zip
577.357,444.759,121.297,566.056,zip
531.312,374.057,147.235,521.292,zip
525.364,396.531,120.161,516.692,zip
298.66,221.468,67.231,288.699,zip
488.233,371.402,94.826,466.228,zip
667.469,480.362,164.123,644.485,zip
491.405,365.085,103.176,468.261,zip
537.983,396.5,108.136,504.636,zip
416.285,293.502,111.055,404.557,zip
556.196,384.971,153.988,538.959,zip
356.275,261.218,84.393,345.611,zip
399.5,300.4,69.956,370.356,zip
585.705,449.314,110.358,559.672,zip
353.207,251.1,87.685,338.785,zip
458.43,350.25,88.568,438.818,zip
509.458,379.5,111.852,491.352,zip
584.04,452.28,120.074,572.354,zip
742.126,532.669,186.831,719.5,zip
491.244,378.816,101.832,480.648,zip
474.58,338.742,103.615,442.357,zip
428.796,318.381,99.494,417.875,zip
343.784,247.944,83.981,331.925,zip
598.259,438.45,139.507,577.957,zip
537.386,369.349,144.527,513.876,zip
713.99,512.469,184.168,696.637,zip
331.64,247.097,71.737,318.834,zip
625.345,429.671,165.561,595.232,zip
349.415,250.506,84.848,335.354,zip
345.355,257.217,76.361,333.578,zip
531.315,378.3,139.373,517.673,zip
451.534,364.413,76.086,440.499,zip
438.874,340.255,88.066,428.321,zip
568.836,419.629,139.876,559.505,zip
483.095,326.169,147.173,473.342,zip
512.564,394.365,99.587,493.952,zip
470.774,352.146,100.041,452.187,zip
471.694,318.353,137.012,455.365,zip
733.779,567.625,151.899,719.524,zip
456.804,308.593,124.239,432.832,zip
656.171,522.447,118.738,641.185,zip
446.4,338.514,96.718,435.232,zip
516.477,398.203,108.6,506.803,zip
438.365,308.629,112.229,420.858,zip
569.027,409.338,128.419,537.757,zip
463.276,312.085,133.751,445.836,zip
494.999,343.24,137.296,480.536,zip
509.067,358.818,131.566,490.384,zip
666.655,508.026,134.944,642.97,zip
501.032,357.056,124.368,481.424,zip
480.872,369.504,86.479,455.983,zip
443.488,347.768,75.949,423.717,zip
528.716,419.344,95.85,515.194,zip
542.337,401.707,123.296,525.003,zip
412.903,287.035,105.111,392.146,zip
452.854,338.722,103.609,442.331,zip
732.045,550.563,144.673,695.236,zip
497.567,354.099,123.338,477.437,zip
500.627,366.078,119.373,485.451,zip
498.166,371.042,112.926,483.968,zip
544.004,397.345,131.123,528.468,zip
485.153,378.382,92.582,470.964,zip
493.467,367.981,111.994,479.975,zip
510.767,365.712,123.229,488.941,zip
565.038,397.631,155.076,552.707,zip
489.921,340.089,130.499,470.588,zip
493.951,359.009,123.658,482.667,zip
508.853,363.066,135.651,498.717,zip
624.969,466.676,147.581,614.257,zip
621.602,446.457,155.462,601.919,zip
631.798,488.235,130.989,619.224,zip
432.824,281.192,134.483,415.675,zip
604.89,466.839,127.682,594.521,zip
508.477,396.022,92.943,488.965,zip
562.91,379.209,159.666,538.875,zip
389.375,289.164,88.355,377.519,zip
510.101,393.509,103.345,496.854,zip
478.328,380.244,88.056,468.3,zip
534.637,388.473,136.166,524.639,zip
463.656,330.597,123.476,454.073,zip
497.506,362.151,116.693,478.844,zip
519.281,364.312,144.123,508.435,zip
413.156,304.115,92.034,396.149,zip
537.97,379.917,139.969,519.886,zip
486.773,348.735,128.27,477.005,zip
444.248,324.868,106.968,431.836,zip
385.042,291.63,83.893,375.523,zip
546.809,398.525,135.498,534.023,zip
636.973,443.796,179.917,623.713,zip
396.215,281.022,94.993,376.015,zip
413.193,291.922,107.971,399.893,zip
561.374,387.612,147.852,535.464,zip
508.146,341.182,149.022,490.204,zip
286.863,200.666,76.253,276.919,zip
298.694,220.846,68.261,289.107,zip
512.674,368.241,136.089,504.33,zip
542.458,397.178,131.069,528.247,zip
539.544,398.99,120.906,519.896,zip
555.636,418.888,123.671,542.559,zip
444.718,330.357,103.485,433.842,zip
409.814,302.986,72.716,375.702,zip
388.758,259.683,111.863,371.546,zip
655.381,473.272,167.037,640.309,zip
522.018,408.069,104.017,512.086,zip
427.845,316.837,89.364,406.201,zip
504.89,405.84,87.534,493.374,zip
436.462,312.105,108.036,420.141,zip
480.789,322.109,128.843,450.952,zip
439.954,323.769,103.925,427.694,zip
635.406,451.331,163.757,615.088,zip
428.178,293.614,124.685,418.299,zip
652.265,496.706,137.3,634.006,zip
346.808,246.024,91.267,337.291,zip
495.751,382.671,103.64,486.311,zip
514.34,360.221,130.629,490.85,zip
510.165,369.792,115.311,485.103,zip
615.632,461.048,140.319,601.367,zip
464.876,363.286,87.827,451.113,zip
530.308,395.177,123.742,518.919,zip
492.286,356.987,115.029,472.016,zip
336.502,248.798,76.244,325.042,zip
561.058,406.431,142.251,548.682,zip
511.845,354.521,135.435,489.956,zip
506.196,329.845,157.069,486.914,zip
579.584,420.384,141.475,561.859,zip
595.55,451.28,131.789,583.069,zip
523.713,377.197,131.026,508.223,zip
406.978,290.223,104.802,395.025,zip
432.349,298.934,107.616,406.55,zip
500.52,398.59,91.675,490.265,zip
587.776,437.103,119.21,556.313,zip
533.534,368.511,141.735,510.246,zip
418.815,324.381,84.098,408.479,zip
652.219,481.051,152.332,633.383,zip
354.589,264.819,76.236,341.055,zip
547.433,405.229,114.093,519.322,zip
750.429,565.933,163.403,729.336,zip
441.802,340.827,88.214,429.041,zip
677.618,530.979,116.654,647.633,zip
359.871,278.642,71.651,350.293,zip
431.025,335.082,83.77,418.852,zip
559.09,422.065,127.416,549.481,zip
528.077,403.127,108.844,511.971,zip
503.771,376.388,108.111,484.499,zip
438.294,320.907,84.238,405.145,zip
426.602,328.885,83.212,412.097,zip
459.695,354.419,84.577,438.996,zip
563.502,409.422,131.174,540.596,zip
597.567,424.565,160.213,584.778,zip
461.948,351.696,98.791,450.487,zip
640.454,503.565,114.987,618.552,zip
517.541,390.161,101.604,491.765,zip
551.775,412.769,124.231,537.0,zip
377.634,238.977,127.454,366.431,zip
645.725,477.891,132.524,610.415,zip
638.922,418.082,186.716,604.798,zip
598.52,469.49,112.356,581.846,zip
463.254,340.894,103.061,443.955,zip
552.412,407.221,127.755,534.976,zip
407.106,301.641,92.503,394.144,zip
424.406,311.165,103.721,414.886,zip
439.983,348.343,80.078,428.421,zip
627.74,487.432,118.885,606.317,zip
705.387,525.051,164.329,689.38,zip
502.154,381.177,107.206,488.383,zip
474.456,349.7,107.294,456.994,zip
398.091,300.806,75.201,376.007,zip
551.545,420.74,119.077,539.817,zip
459.508,322.736,114.138,436.874,zip
565.21,428.818,116.221,545.039,zip
470.146,323.815,135.922,459.737,zip
681.986,524.412,135.075,659.487,zip
610.103,444.558,144.181,588.739,zip
488.651,354.857,123.601,478.458,zip
540.408,388.508,140.183,528.691,zip
411.294,261.334,116.595,377.929,zip
498.697,361.44,99.296,460.736,zip
281.625,193.129,70.945,264.074,zip
688.478,502.074,163.373,665.447,zip
388.62,265.1,104.433,369.533,zip
337.854,248.165,72.048,320.213,zip
458.878,360.775,72.155,432.93,zip
433.526,337.928,83.488,421.416,zip
603.274,450.719,139.603,590.322,zip
558.557,393.08,138.967,532.047,zip
532.344,374.952,121.078,496.03,zip
480.94,367.041,95.749,462.79,zip
470.475,355.667,103.902,459.569,zip
472.867,329.104,132.444,461.548,zip
516.841,370.644,131.519,502.163,zip
634.329,475.553,138.703,614.256,zip
621.35,481.196,113.222,594.418,zip
703.936,532.465,160.14,692.605,zip
475.332,360.269,92.068,452.337,zip
408.699,299.047,99.682,398.729,zip
580.798,397.471,164.609,562.08,zip
465.103,339.24,107.758,446.998,zip
379.459,254.942,111.537,366.479,zip
660.601,487.386,146.215,633.601,zip
462.514,355.736,95.928,451.664,zip
447.535,343.937,91.983,435.92,zip
582.168,400.936,153.894,554.83,zip
449.276,327.627,102.63,430.257,zip
485.279,341.397,120.493,461.89,zip
380.436,280.608,84.182,364.79,zip
568.545,412.416,136.137,548.553,zip
494.499,347.494,115.831,463.325,zip
470.006,358.285,99.523,457.808,zip
520.807,377.977,131.297,509.274,zip
421.948,279.439,123.751,403.19,zip
273.855,212.633,52.155,264.788,zip
330.487,243.651,67.902,311.553,zip
366.69,266.288,88.762,355.05,zip
398.346,316.013,64.002,380.015,zip
527.728,353.644,150.994,504.638,zip
588.491,462.49,108.584,571.074,zip
360.827,263.945,87.981,351.926,zip
504.749,361.437,123.127,484.564,zip
697.016,520.786,159.018,679.804,zip
448.013,364.26,60.043,424.303,zip
456.347,309.129,124.454,433.583,zip
614.34,451.533,138.628,590.161,zip
414.556,314.639,71.689,386.328,zip
600.679,421.265,162.942,584.207,zip
410.569,276.146,117.768,393.914,zip
644.275,478.297,152.733,631.03,zip
347.419,243.446,87.8,331.246,zip
432.793,294.779,119.505,414.284,zip
404.561,263.775,113.626,377.401,zip
617.834,406.036,175.152,581.188,zip
518.059,367.561,123.852,491.413,zip
511.3,342.705,157.241,499.946,zip
633.215,467.811,150.651,618.462,zip
542.235,396.05,122.775,518.825,zip
364.295,266.436,87.486,353.922,zip
523.931,369.25,127.053,496.303,zip
480.883,348.681,118.868,467.549,zip
416.778,301.449,103.127,404.576,zip
463.685,319.249,122.181,441.43,zip
530.514,378.573,131.504,510.077,zip
355.256,273.471,72.389,345.86,zip
537.949,389.641,135.181,524.822,zip
599.327,434.04,139.37,573.41,zip
474.804,346.538,112.826,459.364,zip
391.711,244.724,134.203,378.927,zip
655.075,496.759,136.208,632.967,zip
482.166,357.672,101.611,459.283,zip
638.736,482.848,143.657,626.505,zip
492.095,343.227,127.712,470.939,zip
536.7,345.817,168.887,514.704,zip
422.326,336.122,76.027,412.149,zip
504.174,345.04,144.435,489.475,zip
476.008,352.317,104.093,456.41,zip
487.212,356.854,116.278,473.132,zip
566.84,431.704,115.92,547.624,zip
484.278,360.883,111.041,471.924,zip
493.109,359.084,123.684,482.768,zip
464.851,357.148,95.239,452.387,zip
480.176,331.094,128.299,459.393,zip
438.039,302.727,123.481,426.208,zip
482.921,353.528,105.652,459.18,zip
591.779,458.445,120.643,579.088,zip
613.931,509.193,91.495,600.688,zip
500.839,352.289,129.577,481.866,zip
547.302,426.006,104.492,530.498,zip
361.765,277.76,72.459,350.219,zip
472.335,376.261,84.058,460.319,zip
660.455,517.468,123.396,640.864,zip
471.882,343.89,113.281,457.171,zip
402.364,303.221,87.774,390.995,zip
557.361,408.82,127.012,535.832,zip
518.115,375.521,123.842,499.363,zip
439.814,294.117,127.185,421.302,zip
539.103,393.068,133.724,526.792,zip
602.789,440.391,152.135,592.526,zip
602.989,431.946,155.98,587.926,zip
428.401,341.567,76.35,417.917,zip
575.634,404.626,156.241,560.867,zip
500.128,361.293,119.107,480.4,zip
618.535,459.159,149.025,608.184,zip
459.677,317.317,126.927,444.244,zip
508.062,354.665,119.55,474.215,zip
478.463,350.433,99.554,449.987,zip
469.0,346.454,103.538,449.992,zip
335.243,248.748,76.229,324.977,zip
451.584,307.557,131.81,439.367,zip
461.902,333.308,115.07,448.378,zip
400.428,283.742,99.909,383.651,zip
558.458,416.68,128.209,544.889,zip
428.063,338.771,75.725,414.496,zip
372.437,267.899,83.968,351.867,zip
542.915,443.558,80.646,524.204,zip
643.261,481.586,145.69,627.276,zip
427.72,295.936,119.974,415.91,zip
524.799,397.658,103.391,501.049,zip
670.064,488.317,156.101,644.418,zip
534.281,406.129,115.468,521.597,zip
507.631,385.042,112.304,497.346,zip
590.044,400.205,168.086,568.291,zip
570.833,410.417,138.16,548.577,zip
486.115,341.524,132.591,474.115,zip
328.472,225.529,75.176,300.705,zip
405.923,279.601,115.834,395.435,zip
517.054,375.439,131.803,507.242,zip
469.071,374.367,84.534,458.901,zip
424.554,349.599,64.294,413.893,zip
368.071,269.577,84.494,354.071,zip
537.063,390.858,131.615,522.473,zip
549.28,387.75,135.912,523.662,zip
533.78,384.009,132.003,516.012,zip
440.342,287.899,138.034,425.933,zip
290.658,216.591,64.175,280.766,zip
539.608,410.56,115.594,526.154,zip
689.311,522.67,128.657,651.327,zip
541.432,386.815,131.596,518.411,zip
533.94,392.49,117.747,510.237,zip
434.827,337.537,87.362,424.899,zip
451.54,346.258,87.559,433.817,zip
502.93,384.967,108.272,493.239,zip
596.836,414.728,140.927,555.655,zip
441.981,301.111,130.745,431.856,zip
490.503,350.132,121.956,472.088,zip
480.225,348.071,118.66,466.731,zip
430.111,308.193,112.07,420.263,zip
340.117,232.655,97.96,330.615,zip
544.846,399.282,131.763,531.045,zip
565.349,430.003,124.58,554.583,zip
447.288,330.546,100.776,431.322,zip
457.771,359.397,87.852,447.249,zip
635.46,481.964,135.427,617.391,zip
538.174,363.545,147.815,511.36,zip
490.356,361.825,107.354,469.179,zip
538.783,411.459,115.847,527.306,zip
543.777,382.737,135.553,518.29,zip
440.011,341.751,88.453,430.204,zip
578.624,431.499,135.842,567.341,zip
605.509,447.721,147.908,595.629,zip
515.693,363.716,139.89,503.606,zip
564.762,410.504,139.491,549.995,zip
626.616,471.55,130.766,602.316,zip
495.202,363.622,119.875,483.497,zip
455.846,356.499,87.144,443.643,zip
495.246,363.515,119.84,483.355,zip
541.314,420.656,104.162,524.818,zip
502.402,360.434,114.863,475.297,zip
369.975,279.001,73.625,352.626,zip
644.293,480.438,132.804,613.242,zip
535.415,390.178,130.059,520.237,zip
612.299,465.357,117.316,582.673,zip
420.975,302.918,105.011,407.929,zip
693.623,539.469,122.967,662.436,zip
291.508,217.714,64.507,282.221,zip
535.807,414.014,99.522,513.536,zip
559.42,432.797,112.206,545.003,zip
361.784,279.028,71.75,350.778,zip
591.812,450.027,131.423,581.45,zip
481.735,376.074,92.018,468.092,zip
461.303,335.294,115.756,451.05,zip
527.608,398.294,96.556,494.85,zip
553.783,411.33,131.785,543.115,zip
460.768,326.155,124.824,450.979,zip
620.141,481.291,124.333,605.624,zip
515.756,346.073,155.136,501.209,zip
534.911,404.942,120.279,525.221,zip
532.451,376.05,145.567,521.617,zip
621.436,458.456,148.797,607.253,zip
670.089,490.515,154.046,644.561,zip
517.093,367.883,131.958,499.841,zip
639.717,496.422,131.055,627.477,zip
512.318,403.552,88.781,492.333,zip
465.54,340.098,109.317,449.415,zip
503.922,361.279,127.043,488.322,zip
696.081,525.107,147.189,672.296,zip
501.501,369.725,111.315,481.04,zip
511.031,375.58,115.87,491.45,zip
406.041,307.787,79.944,387.731,zip
466.919,360.757,87.216,447.973,zip
460.04,329.836,111.27,441.106,zip
485.183,372.841,92.208,465.049,zip
634.397,501.739,115.479,617.218,zip
829.528,641.305,165.368,806.673,zip
538.542,405.504,115.29,520.794,zip
456.922,348.081,94.931,443.012,zip
582.885,411.287,154.232,565.519,zip
772.408,596.935,159.182,756.117,zip
421.812,297.758,95.282,393.04,zip
575.169,404.219,145.519,549.738,zip
443.909,348.718,83.216,431.934,zip
494.17,359.792,115.933,475.725,zip
540.793,383.391,141.249,524.64,zip
662.988,482.757,158.281,641.038,zip
574.051,421.143,131.11,552.253,zip
528.72,365.202,144.475,509.677,zip
529.501,386.553,130.165,516.718,zip
403.004,270.927,111.558,382.485,zip
473.862,335.359,111.786,447.145,zip
509.471,372.51,124.17,496.68,zip
497.629,347.337,130.251,477.588,zip
535.131,406.937,103.729,510.666,zip
500.026,372.77,115.003,487.773,zip
499.928,387.653,100.951,488.604,zip
385.171,307.515,59.905,367.42,zip
617.025,430.275,144.765,575.04,zip
533.172,392.917,113.945,506.862,zip
526.81,354.46,153.062,507.522,zip
366.478,259.303,89.135,348.438,zip
536.917,391.096,124.989,516.085,zip
389.427,292.757,76.197,368.954,zip
540.548,369.263,139.499,508.762,zip
503.855,379.988,105.103,485.091,zip
527.997,375.699,134.46,510.159,zip
471.155,326.156,120.798,446.954,zip
473.921,367.528,87.887,455.415,zip
479.37,373.987,95.486,469.473,zip
412.398,317.888,79.472,397.36,zip
426.471,300.112,108.04,408.152,zip
582.334,400.804,160.321,561.125,zip
764.623,567.113,178.235,745.348,zip
525.204,352.937,146.726,499.663,zip
543.293,398.617,119.585,518.202,zip
435.61,340.763,84.188,424.951,zip
507.148,356.462,140.181,496.643,zip
506.526,391.299,103.814,495.113,zip
536.597,427.917,95.981,523.898,zip
564.288,416.143,128.044,544.187,zip
561.158,433.397,111.331,544.728,zip
490.82,337.381,123.045,460.426,zip
472.479,322.54,123.441,445.981,zip
405.828,323.174,71.816,394.99,zip
534.762,368.535,149.844,518.379,zip
437.006,335.123,91.76,426.883,zip
725.608,577.454,131.42,708.874,zip
519.76,376.305,124.1,500.405,zip
652.916,465.666,164.352,630.018,zip
500.274,399.869,83.972,483.841,zip
475.052,356.897,107.069,463.966,zip
649.983,468.094,168.034,636.128,zip
487.356,364.393,108.116,472.509,zip
415.953,318.279,87.526,405.805,zip
478.198,352.931,108.285,461.216,zip
516.991,365.679,131.167,496.846,zip
660.701,474.237,175.348,649.585,zip
568.146,425.427,120.404,545.831,zip
531.329,369.824,128.634,498.458,zip
539.508,389.357,132.461,521.818,zip
562.658,407.037,137.022,544.059,zip
524.844,405.757,103.428,509.185,zip
426.633,327.87,87.965,415.835,zip
378.851,257.067,98.871,355.938,zip
573.425,434.397,127.529,561.926,zip
514.752,385.54,119.239,504.779,zip
516.003,344.575,158.425,503.0,zip
517.674,353.785,127.203,480.988,zip
557.733,414.88,128.894,543.774,zip
477.579,314.423,137.56,451.983,zip
421.113,303.949,107.981,411.93,zip
465.866,325.411,126.989,452.4,zip
643.526,496.577,131.096,627.673,zip
531.835,367.572,151.823,519.395,zip
475.646,328.478,134.557,463.035,zip
540.217,381.378,140.507,521.885,zip
646.644,500.448,132.118,632.566,zip
636.362,475.924,138.811,614.735,zip
425.608,329.098,83.265,412.363,zip
527.399,360.547,144.219,504.766,zip
465.233,343.546,106.617,450.163,zip
518.376,370.527,122.195,492.722,zip
520.702,394.664,115.608,510.272,zip
487.663,362.181,115.42,477.601,zip
504.06,380.582,99.109,479.691,zip
417.728,305.922,99.325,405.247,zip
404.172,307.639,83.901,391.54,zip
540.992,393.12,128.365,521.485,zip
448.756,330.762,99.627,430.389,zip
387.624,263.289,111.698,374.987,zip
390.739,300.958,80.255,381.213,zip
446.383,344.605,92.161,436.766,zip
528.76,419.457,95.875,515.332,zip
469.069,342.579,111.537,454.116,zip
359.059,253.552,95.082,348.634,zip
521.08,396.48,103.084,499.564,zip
645.527,495.753,139.93,635.683,zip
442.914,317.346,103.137,420.483,zip
521.082,367.228,139.706,506.934,zip
420.485,323.884,87.968,411.852,zip
439.508,345.037,83.284,428.321,zip
462.628,347.634,103.89,451.524,zip
419.357,258.717,149.57,408.287,zip
670.361,471.556,169.276,640.832,zip
