elapsed_wall_ms,cpu_user_ms,cpu_sys_ms,cpu_total_ms,mode,source
415.12,799.162,179.324,978.486,cold,zip
506.786,985.227,193.024,1178.251,cold,zip
423.486,736.613,222.602,959.215,cold,zip
461.613,996.458,184.084,1180.542,cold,zip
373.163,925.63,176.31,1101.94,cold,zip
437.933,930.541,173.97,1104.511,cold,zip
364.138,1109.936,168.053,1277.989,cold,zip
316.902,1050.186,178.92,1229.106,cold,zip
358.087,783.765,204.803,988.568,cold,zip
319.639,1048.541,191.013,1239.554,cold,zip
386.177,862.509,136.596,999.105,cold,zip
328.639,1025.661,104.577,1130.238,cold,zip
377.734,1150.805,238.097,1388.902,cold,zip
461.13,892.882,238.102,1130.984,cold,zip
312.018,1073.117,189.131,1262.248,cold,zip
374.57,1011.646,190.656,1202.302,cold,zip
509.596,946.484,206.434,1152.918,cold,zip
374.844,1093.056,118.278,1211.334,cold,zip
319.246,997.363,186.757,1184.12,cold,zip
411.319,764.333,190.072,954.405,cold,zip
344.732,893.81,169.515,1063.325,cold,zip
369.307,969.549,162.916,1132.465,cold,zip
450.895,1070.342,174.426,1244.768,cold,zip
390.65,1060.207,231.674,1291.881,cold,zip
506.068,1179.921,223.228,1403.149,cold,zip
429.636,955.325,278.475,1233.8,cold,zip
529.016,1170.018,218.139,1388.157,cold,zip
407.732,737.353,180.33,917.683,cold,zip
370.128,943.104,198.753,1141.857,cold,zip
408.022,1080.497,189.087,1269.584,cold,zip
413.442,1075.066,175.282,1250.348,cold,zip
446.011,1180.496,223.337,1403.833,cold,zip
413.224,1021.56,229.653,1251.213,cold,zip
422.978,1047.109,189.665,1236.774,cold,zip
447.237,874.208,234.741,1108.949,cold,zip
446.23,1004.347,232.667,1237.014,cold,zip
413.718,1123.064,208.85,1331.914,cold,zip
431.865,1031.284,163.886,1195.17,cold,zip
408.04,1060.457,185.284,1245.741,cold,zip
371.442,1141.655,160.232,1301.887,cold,zip
438.011,853.176,186.997,1040.173,cold,zip
407.451,1109.364,203.654,1313.018,cold,zip
431.785,1165.15,157.986,1323.136,cold,zip
428.289,1021.018,184.908,1205.926,cold,zip
444.776,957.65,182.224,1139.874,cold,zip
430.142,947.381,192.621,1140.002,cold,zip
373.409,932.433,184.878,1117.311,cold,zip
378.045,759.359,189.839,949.198,cold,zip
410.335,836.709,168.123,1004.832,cold,zip
351.5,796.552,167.081,963.633,cold,zip
389.195,769.088,156.16,925.248,cold,zip
380.341,963.057,210.546,1173.603,cold,zip
437.388,1037.205,241.21,1278.415,cold,zip
405.043,992.388,188.279,1180.667,cold,zip
426.277,1059.562,189.066,1248.628,cold,zip
384.916,826.512,240.082,1066.594,cold,zip
423.401,1211.482,205.872,1417.354,cold,zip
428.563,921.817,199.206,1121.023,cold,zip
421.232,1043.481,193.676,1237.157,cold,zip
335.292,1048.921,172.268,1221.189,cold,zip
414.619,1112.024,208.259,1320.283,cold,zip
405.784,915.692,188.64,1104.332,cold,zip
378.679,1180.075,147.509,1327.584,cold,zip
375.887,1109.353,212.258,1321.611,cold,zip
386.391,779.806,182.086,961.892,cold,zip
356.826,1114.275,129.189,1243.464,cold,zip
426.761,927.34,232.856,1160.196,cold,zip
381.447,1155.42,163.392,1318.812,cold,zip
370.822,825.809,160.351,986.16,cold,zip
372.224,983.806,250.93,1234.736,cold,zip
416.42,1029.484,207.462,1236.946,cold,zip
405.761,1088.516,207.336,1295.852,cold,zip
345.599,930.323,193.013,1123.336,cold,zip
419.098,1055.436,201.6,1257.036,cold,zip
481.873,1206.616,258.56,1465.176,cold,zip
361.655,991.872,205.632,1197.504,cold,zip
431.805,908.277,239.02,1147.297,cold,zip
430.905,1096.391,207.096,1303.487,cold,zip
360.324,1102.698,195.311,1298.009,cold,zip
408.37,1159.876,228.043,1387.919,cold,zip
311.267,1032.319,127.054,1159.373,cold,zip
299.913,1095.154,152.439,1247.593,cold,zip
400.478,851.153,164.739,1015.892,cold,zip
330.604,959.93,204.575,1164.505,cold,zip
410.131,913.108,200.243,1113.351,cold,zip
422.04,1114.175,146.706,1260.881,cold,zip
367.999,973.444,171.549,1144.993,cold,zip
353.299,770.24,129.025,899.265,cold,zip
399.815,1140.34,161.178,1301.518,cold,zip
418.166,1149.136,216.446,1365.582,cold,zip
289.87,868.221,163.743,1031.964,cold,zip
381.914,1152.39,162.364,1314.754,cold,zip
403.108,1058.917,181.078,1239.995,cold,zip
283.361,1040.667,164.936,1205.603,cold,zip
388.41,1161.538,150.13,1311.668,cold,zip
400.176,964.671,204.142,1168.813,cold,zip
398.282,1178.994,181.694,1360.688,cold,zip
402.333,945.956,164.339,1110.295,cold,zip
333.465,834.589,222.297,1056.886,cold,zip
428.443,1038.878,183.097,1221.975,cold,zip
415.521,1012.508,185.166,1197.674,cold,zip
355.165,937.793,200.415,1138.208,cold,zip
406.043,1103.954,187.907,1291.861,cold,zip
415.53,852.968,215.235,1068.203,cold,zip
436.452,1160.669,218.619,1379.288,cold,zip
405.368,1088.417,215.246,1303.663,cold,zip
410.156,1049.706,179.404,1229.11,cold,zip
465.328,859.76,220.855,1080.615,cold,zip
370.876,1133.439,190.854,1324.293,cold,zip
338.467,1111.339,158.183,1269.522,cold,zip
388.223,977.546,194.714,1172.26,cold,zip
299.553,1008.171,217.448,1225.619,cold,zip
448.778,944.332,193.607,1137.939,cold,zip
412.944,1046.021,184.823,1230.844,cold,zip
386.828,1022.539,206.093,1228.632,cold,zip
393.271,981.057,168.181,1149.238,cold,zip
365.871,1061.594,197.038,1258.632,cold,zip
360.49,1062.2,186.281,1248.481,cold,zip
382.948,820.002,180.0,1000.002,cold,zip
322.408,982.765,163.794,1146.559,cold,zip
421.473,1131.925,179.354,1311.279,cold,zip
356.622,1082.899,151.373,1234.272,cold,zip
379.629,987.959,220.885,1208.844,cold,zip
411.596,1055.292,178.526,1233.818,cold,zip
374.3,901.371,160.243,1061.614,cold,zip
436.483,1119.284,204.539,1323.823,cold,zip
353.321,977.525,188.438,1165.963,cold,zip
448.441,1059.126,212.612,1271.738,cold,zip
433.632,985.792,161.025,1146.817,cold,zip
384.236,1022.691,184.485,1207.176,cold,zip
399.927,987.596,198.281,1185.877,cold,zip
428.181,876.794,222.174,1098.968,cold,zip
428.874,817.146,149.286,966.432,cold,zip
417.653,838.527,175.691,1014.218,cold,zip
506.404,709.14,242.909,952.049,cold,zip
422.813,872.998,137.017,1010.015,cold,zip
373.138,833.559,171.497,1005.056,cold,zip
535.033,1119.534,199.205,1318.739,cold,zip
492.276,682.154,209.893,892.047,cold,zip
449.862,839.519,156.189,995.708,cold,zip
433.655,786.001,212.22,998.221,cold,zip
425.535,872.246,153.925,1026.171,cold,zip
454.061,896.221,190.347,1086.568,cold,zip
436.929,695.194,178.88,874.074,cold,zip
434.258,788.117,122.158,910.275,cold,zip
391.344,699.304,145.361,844.665,cold,zip
